latitude,longitude,stationid,stationname,startcount,endcount
40.71247661,-73.94100005,3083.0,Bushwick Ave & Powers St,28448,28064
40.71260486,-73.96264403,481.0,S 3 St & Bedford Ave,58118,53800
40.71269042,-73.98776323,340.0,Madison St & Clinton St,55327,55468
40.71273266,-74.0046073,387.0,Centre St & Chambers St,205219,202737
40.71285887,-73.96590294,460.0,S 4 St & Wythe Ave,87568,87719
40.71286844,-73.95698119,471.0,Grand St & Havemeyer St,46314,47007
40.71291224,-74.01020234,417.0,Barclay St & Church St,147779,148824
40.71307916,-73.99851193,308.0,St James Pl & Oliver St,65880,66405
40.713126,-73.984844,291.0,Madison St & Montgomery St,46761,46764
40.71334184275907,-74.00935515761375,3690.0,Park Pl & Church St,9216,9350
40.71335226222875,-73.9491033554077,3453.0,Devoe St & Lorimer St,22084,22109
40.71348658,-73.94792458,3084.0,Devoe St & Leonard St,6705,6640
40.71406667,-73.99293911,295.0,Pike St & E Broadway,77313,77357
40.71413089,-73.99704679999998,296.0,Division St & Bowery,90361,92437
40.71413311,-73.95234386,3087.0,Metropolitan Ave & Meeker Ave,44373,44270
40.714215,-73.981346,502.0,Henry St & Grand St,90746,91249
40.71427487,-73.98990025,307.0,Canal St & Rutgers St,134542,133930
40.71450451,-74.00562789,330.0,Reade St & Broadway,72904,73258
40.71469,-73.95739,3085.0,Roebling St & N 4 St,31512,32040
40.71473993,-74.00910627,152.0,Warren St & Church St,51659,52460
40.71485150526252,-74.01122331619263,3461.0,Murray St & Greenwich St,55600,57660
40.71494807,-74.00234482,386.0,Centre St & Worth St,76767,77544
40.7149787,-74.013012,309.0,Murray St & West St,93156,99074
40.715143,-73.944507,3086.0,Graham Ave & Conselyea St,57710,57226
40.7153379,-74.01658354,327.0,Vesey Pl & River Terrace,194716,194401
40.71534825,-73.96024116,539.0,Metropolitan Ave & Bedford Ave,104259,107714
40.71542197,-74.01121978,147.0,Greenwich St & Warren St,51430,53929
40.71559509,-73.9870295,350.0,Clinton St & Grand St,88393,88225
40.71581550000001,-73.99422366,412.0,Forsyth St & Canal St,111989,112715
40.71602118,-73.99974372,355.0,Bayard St & Baxter St,103777,105505
40.71605866,-73.99190759,361.0,Allen St & Hester St,124178,123789
40.7160751,-73.95202900000002,3088.0,Union Ave & Jackson St,20221,20396
40.71622644,-73.98261206,356.0,Bialystoker Pl & Delancey St,60316,50858
40.71625008,-74.0091059,146.0,Hudson St & Reade St,81114,82008
40.716380319735606,-73.94821286201476,3456.0,Jackson St & Leonard St,5945,5825
40.71644423134479,-73.9823305606842,3245.0,NYCBS DEPOT - DELANCEY,9,1041
40.716887,-73.96319799999998,2002.0,Wythe Ave & Metropolitan Ave,93397,97233
40.716909780459645,-73.98383796215056,3250.0,NYCBS Depot - PIT,42,491
40.7169811,-73.94485918,3094.0,Graham Ave & Withers St,22569,22281
40.7172274,-73.98802084,311.0,Norfolk St & Broome St,86429,87312
40.71729000000001,-73.996375,263.0,Elizabeth St & Hester St,17137,17156
40.717318403855785,-73.9482021331787,3089.0,Leonard St & Meeker Ave,2447,2323
40.71739973,-73.98016555,342.0,Columbia St & Rivington St,56793,56498
40.71745169,-73.95850939,3093.0,N 6 St & Bedford Ave,108150,110876
40.71748752,-74.0104554,276.0,Duane St & Greenwich St,66754,67403
40.71754834,-74.01322069,426.0,West St & Chambers St,298385,316999
40.717571,-74.005549,320.0,Leonard St & Church St,77688,78401
40.71759081805981,-73.99622440338135,263.0,Elizabeth St & Hester St,14408,14137
40.71764,-73.94882,3091.0,Frost St & Meeker St,15994,15580
40.71774592,-73.95600096,3090.0,N 8 St & Driggs Ave,86567,88736
40.71782143,-73.97628939,341.0,Stanton St & Mangin St,47327,47817
40.71816969454208,-73.95520135760306,3715.0,Driggs Ave & N 9 St,2707,2795
40.71850211,-73.98329859,349.0,Rivington St & Ridge St,58249,57527
40.71870987,-74.0090009,249.0,Harrison St & Hudson St,57020,57447
40.718822,-73.99596,3435.0,Grand St & Elizabeth St,143003,142475
40.71893904,-73.99266288,531.0,Forsyth St & Broome St,142254,141751
40.7190095,-73.95852515,3092.0,Berry St & N 8 St,68245,69042
40.71907891179564,-73.94223690032959,3430.0,Richardson St & N Henry St,24608,24528
40.71910537,-73.99973337,268.0,Howard St & Centre St,117753,118288
40.71911552,-74.00666661,79.0,Franklin St & W Broadway,80317,81659
40.71915571696044,-73.94885390996933,3452.0,Bayard St & Leonard St,14778,14641
40.71921585,-73.94244690000002,3097.0,N Henry St & Richardson St,1990,1973
40.71924,-73.95241999999998,3096.0,Union Ave & N 12 St,46236,46456
40.71925170740989,-74.03423398733139,3197.0,Hs Don't Use,34,6
40.71926081,-73.98178024,400.0,Pitt St & Stanton St,26353,26195
40.71928,-73.94861,3098.0,Leonard St & Bayard St,5592,5380
40.71929301,-73.94500379,3095.0,Graham Ave & Herbert St,16836,16615
40.71939226,-74.00247214,257.0,Lispenard St & Broadway,100152,102446
40.72015227023285,-74.01036500930786,329.0,Greenwich St & North Moore St,13384,13376
40.72019521437465,-74.0103006362915,3664.0,North Moore St & Greenwich St,40288,42284
40.72019576,-73.98997825,401.0,Allen St & Rivington St,138190,136938
40.72036775298455,-73.96165072917937,3016.0,Kent Ave & N 7 St,108229,113988
40.72043411,-74.01020609,329.0,Greenwich St & N Moore St,18147,18358
40.72057658,-73.96150225,3104.0,Kent Ave & N 7 St,1798,1973
40.72057658,-73.96150225,3104.0,KentAve&N7 St,1433,1579
40.72066442,-73.98517977,410.0,Suffolk St & Stanton St,139704,140541
40.720725534125954,-73.9612591266632,3016.0,Kent Ave & N 7 St,409,407
40.72079821,-73.95484712,3101.0,N 12 St & Bedford Ave,41354,41041
40.72082834,-73.97793172,302.0,Avenue D & E 3 St,61580,62180
40.7208736,-73.98085795,150.0,E 2 St & Avenue C,80500,79526
40.72110063,-73.99192540000001,473.0,Rivington St & Chrystie St,87689,89225
40.721319,-74.010065,3436.0,Greenwich St & Hubert St,37797,37955
40.72146256229816,-73.94800901412964,3449.0,Eckford St & Engert Ave,10304,10263
40.72152240339303,-73.94898265600203,3099.0,Leonard St & Manhattan Ave,4042,3873
40.72153267,-73.95782357,3103.0,N 11 St & Wythe Ave,24095,24388
40.72165481,-74.00234737,2010.0,Grand St & Greene St,98932,101882
40.72179134,-73.95041540000003,3102.0,Driggs Ave & Lorimer St,30973,30635
40.72185379,-74.00771779,248.0,Laight St & Hudson St,35518,35684
40.722055,-73.989111,312.0,Allen St & E Houston St,4267,3693
40.722055,-73.989111,312.0,Allen St & Stanton St,139182,138810
40.72210378668603,-73.99724900722505,151.0,Cleveland Pl & Spring St,229523,231834
40.72217444,-73.98368779,301.0,E 2 St & Avenue B,129848,135031
40.72228087,-73.97668709,411.0,E 6 St & Avenue D,56336,56210
40.72229346,-73.99147535,265.0,Stanton St & Chrystie St,131611,134051
40.72243797,-74.00566443,377.0,6 Ave & Canal St,112233,119945
40.72248188638219,-73.95921930670737,3693.0,N 11 St & Kent Ave,5608,5761
40.722852,-73.959114,3014.0,3969.TEMP (Bike The Branches - Central Branch),9,3
40.72299208,-73.97995466,393.0,E 5 St & Avenue C,63849,64462
40.72307749068673,-73.98583620786667,3656.0,E 2 St & Avenue A,39032,39350
40.72311651,-73.95212324,3107.0,Bedford Ave & Nassau Ave,73151,73703
40.72317958,-73.99480012,251.0,Mott St & Prince St,154285,156700
40.72325,-73.94308000000002,3106.0,Driggs Ave & N Henry St,38355,38025
40.72362738,-73.99949601,303.0,Mercer St & Spring St,101313,105790
40.72368361,-73.97574813,266.0,Avenue D & E 8 St,44093,41756
40.7239567849954,-73.94984364509583,3668.0,Leonard St & Nassau Ave,12543,12580
40.724055,-73.955736,3105.0,N 15 St & Wythe Ave,20300,20423
40.72405549,-74.00965965,328.0,Watts St & Greenwich St,101792,102263
40.72430527250332,-73.99600982666016,3427.0,Lafayette St & Jersey St,144732,146469
40.724399,-74.004704,2004.0,6 Ave & Broome St,32516,33073
40.72453734,-73.98185424,317.0,E 6 St & Avenue B,113910,115282
40.72456089,-73.99565293,250.0,Lafayette St & Jersey St,31255,32101
40.72456089,-73.99565293,250.0,Lafayette St & Jersey St N,4249,4352
40.7245634290432,-73.9894437789917,3265.0,E 2 St & 2 Ave,16132,16286
40.7245634290432,-73.9894437789917,3265.0,E 2 St & 2 Ave E,3336,3432
40.72467721,-73.98783413,428.0,E 3 St & 1 Ave,84264,84271
40.724812564400175,-73.94752621650694,3100.0,Nassau Ave & Newell St,34125,34104
40.72490985,-74.00154702,348.0,W Broadway & Spring St,75587,80191
40.72494672359416,-74.00165855884552,3467.0,W Broadway & Spring Street,52757,55896
40.72502876,-73.99069656,403.0,E 2 St & 2 Ave,83495,84832
40.725208,-73.974724,3485.0,NYCBS Depot - RIS,45,79
40.72521311,-73.97768752,394.0,E 9 St & Avenue C,107707,105614
40.7252556952547,-74.00412082672119,3474.0,6 Ave & Spring St,53238,54414
40.72557000000001,-73.94434,3108.0,Nassau Ave & Russell St,46414,46334
40.725769967272136,-73.9507395029068,3476.0,Norman Ave & Leonard St,4418,4445
40.72580614,-73.97422494,339.0,Avenue D & E 12 St,35140,30542
40.7258483,-73.95064893,3111.0,Norman Ave & Leonard St,9289,9240
40.7258483,-73.95064893,3111.0,Norman Ave & Leonard St - 2,3581,3600
40.72606,-73.95621,3109.0,Banker St & Meserole Ave,39524,40176
40.72621788,-73.98379855,432.0,E 7 St & Avenue A,185250,193170
40.7262807,-73.98978041,439.0,E 4 St & 2 Ave,108792,110195
40.72679454,-73.99695094,375.0,Mercer St & Bleecker St,5684,6030
40.72679454,-73.99695094,375.0,Mercer St & Bleecker St S,75,76
40.72686951528207,-73.9891903102398,3695.0,E 5 St & 2 Ave,9385,9518
40.72706363348306,-73.99662137031554,3260.0,Mercer St & Bleecker St,132175,134873
40.72708584,-73.95299117,3110.0,Meserole Ave & Manhattan Ave,51186,51376
40.72710258,-74.00297088,128.0,MacDougal St & Prince St,183116,187341
40.72740794,-73.98142006,445.0,E 10 St & Avenue A,174660,182599
40.72743423,-73.99379025,229.0,Great Jones St,215676,221242
40.727464206923926,-73.97950418293476,3718.0,E 11 St & Avenue B,2014,1854
40.7277140777778,-74.01129573583603,3256.0,Pier 40 - Hudson River Park,137154,137010
40.72779126,-73.98564945,438.0,St Marks Pl & 1 Ave,127302,129067
40.728048571362606,-73.97881150245668,3632.0,E 12 St & Avenue B,46345,48864
40.728145,-73.990214,300.0,Shevchenko Pl & E 7 St,21777,22200
40.72840059450829,-73.99968780577183,3705.0,Thompson St & Bleecker St,7572,7627
40.7284186,-73.98713956,236.0,St Marks Pl & 2 Ave,154088,158313
40.728846,-74.00859100000002,347.0,Greenwich St & W Houston St,155913,159111
40.72903917,-73.99404649,335.0,Washington Pl & Broadway,123462,126464
40.72906,-73.95779,3112.0,Milton St & Franklin St,78692,81111
40.72917025,-73.99810231,161.0,LaGuardia Pl & W 3 St,147745,151619
40.729193,-73.97665500000002,3219.0,NYCBS Depot - STY,323,1317
40.72923649910006,-73.99086803197861,3263.0,Cooper Square & E 7 St,113138,114639
40.72938685,-73.97772429,511.0,E 14 St & Avenue B,82790,73416
40.729514962249496,-73.99075269699097,3263.0,Cooper Square & Astor Pl,91636,93175
40.72953837,-73.98426726,326.0,E 11 St & 1 Ave,135611,135660
40.72955361,-73.98057249,433.0,E 13 St & Avenue A,139168,134633
40.72955361,-73.98057249,433.0,old - E 13 St & Avenue A,2529,2633
40.72966729392978,-73.98067966103555,3711.0,E 13 St & Avenue A,12656,12816
40.73020660529954,-73.99102628231049,293.0,Lafayette St & E 8 St,160706,163634
40.73026,-73.95394,3113.0,Greenpoint Ave & Manhattan Ave,49802,50077
40.73028666,-73.9907647,293.0,Lafayette St & E 8 St,50665,51533
40.73038010000001,-73.9747502,3468.0,NYCBS Depot - STY - Garage 4,508,859
40.73038599,-74.00214988,368.0,Carmine St & 6 Ave,241084,245700
40.73047309,-73.98672378,237.0,E 11 St & 2 Ave,160596,162435
40.73047747,-73.99906065,336.0,Sullivan St & Washington Sq,139304,143979
40.73049393,-73.99572140000002,294.0,Washington Square E,2,2
40.73143724085228,-73.99490341544151,3244.0,University Pl & E 8 St,125338,125698
40.73165141,-73.96161892,3114.0,India St & East River,4075,4293
40.73172428,-74.00674436,127.0,Barrow St & Hudson St,179543,181068
40.73181401720966,-73.95995020866394,3469.0,India St & West St,11362,11654
40.73221853,-73.98165557,504.0,1 Ave & E 15 St,27600,28026
40.73221853,-73.98165557,504.0,1 Ave & E 16 St,159161,160252
40.73223272,-73.98889957,483.0,E 12 St & 3 Ave,167140,168345
40.73224119,-74.00026394,369.0,Washington Pl & 6 Ave,89698,90463
40.73226398,-73.99852205,252.0,MacDougal St & Washington Sq,105031,106612
40.73232194,-73.9550858,3115.0,India St & Manhattan Ave,40504,41014
40.73261787,-73.99158043,357.0,E 11 St & Broadway,83817,83795
40.73266,-73.95826,3116.0,Huron St & Franklin St,42925,43687
40.73291553,-74.00711384,358.0,Christopher St & Greenwich St,221576,223989
40.73314259,-73.97573881,487.0,E 20 St & FDR Drive,142141,133761
40.73331967,-73.99510132,280.0,E 10 St & 5 Ave,88084,88862
40.73381219196632,-73.9805442094803,2003.0,1 Ave & E 18 St,135997,134417
40.73401143,-74.00293877,380.0,W 4 St & 7 Ave S,155253,157448
40.734232,-73.986923,297.0,E 15 St & 3 Ave,163941,164182
40.73454567,-73.99074142,285.0,Broadway & E 14 St,259724,261640
40.73492695,-73.99200509,382.0,University Pl & E 14 St,217300,224424
40.735238,-74.000271,383.0,Greenwich Ave & Charles St,140107,142639
40.73524276,-73.98758561,475.0,E 16 St & Irving Pl,43492,43696
40.73532427,-73.99800419,254.0,W 11 St & 6 Ave,90640,91192
40.73535398,-74.00483091,247.0,Perry St & Bleecker St,75849,76298
40.735367055605394,-73.98797392845155,3463.0,E 16 St & Irving Pl,66283,66539
40.73543934,-73.99453948,253.0,W 13 St & 5 Ave,98099,98884
40.73543934,-73.99453948,253.0,W 13 St & 5 Ave -moved to 5947.04,1635,1644
40.73555,-73.95284000000002,3118.0,McGuinness Blvd & Eagle St,37082,36833
40.73564,-73.95866,3117.0,Franklin St & Dupont St,29811,30084
40.73587678,-73.98205027,461.0,E 20 St & 2 Ave,155997,155780
40.7361967,-74.00859207,238.0,Bank St & Washington St,89548,90181
40.73624527,-73.98473765,325.0,E 19 St & 3 Ave,107315,107266
40.73649403,-73.99704374,345.0,W 13 St & 6 Ave,131094,131345
40.736502,-73.97809472,545.0,E 23 St & 1 Ave,143633,143639
40.73652889,-74.00618026,346.0,Bank St & Hudson St,115406,116281
40.73704984,-73.99009296,497.0,E 17 St & Broadway,320587,332999
40.73726186,-73.99238967,496.0,E 16 St & 5 Ave,172757,176283
40.73756121181137,-74.00398269295692,3684.0,W 12 St & W 4 St,26428,26673
40.73781509,-73.99994661,223.0,W 13 St & 7 Ave,86875,87915
40.73804614248277,-73.99642959237099,3709.0,W 15 St & 6 Ave,7149,7365
40.7381765,-73.97738662,174.0,E 25 St & 1 Ave,114905,113973
40.73827428,-73.98751968,503.0,E 20 St & Park Ave,136227,136880
40.7390169121,-74.0026376103,284.0,Greenwich Ave & 8 Ave,172042,176824
40.73912601,-73.97973776,507.0,E 25 St & 2 Ave,161124,158858
40.739323,-74.008119,405.0,Washington St & Gansevoort St,145328,145770
40.73935542,-73.99931783,482.0,W 15 St & 7 Ave,169362,172942
40.739445,-73.97680600000002,2012.0,E 27 St & 1 Ave,109126,108370
40.73944820130404,-74.00507032871245,3686.0,Gansevoort St & Hudson St,40119,40788
40.73971301,-73.99456405,168.0,W 18 St & 6 Ave,216062,222009
40.73997354103409,-74.00513872504234,3224.0,W 13 St & Hudson St,123386,128862
40.74025878,-73.98409214,537.0,Lexington Ave & E 24 St,163798,163297
40.74034320000001,-73.98955109,402.0,Broadway & E 22 St,311546,330545
40.74096374,-73.98602213,491.0,E 24 St & Park Ave S,175027,178962
40.740983,-74.00170200000002,3428.0,8 Ave & W 16 St,68884,69189
40.74102150900266,-74.001384973526,3660.0,W 16 St & 8 Ave,63116,63502
40.74128309355993,-73.93725872039794,3647.0,48 Ave & 30 Pl,2383,2399
40.74144387,-73.97536082,536.0,1 Ave & E 30 St,134320,133763
40.74161,-73.96044,3120.0,Center Blvd & Borden Ave,15633,16226
40.74173969,-73.99415556,435.0,W 21 St & 6 Ave,315021,318878
40.74177603,-74.00149746,116.0,W 17 St & 8 Ave,92549,94137
40.74195138,-74.00803013,225.0,W 14 St & The High Line,47739,51124
40.74206539,-74.00443172,463.0,9 Ave & W 16 St,15095,15270
40.74232744,-73.95411749,3119.0,Vernon Blvd & 50 Ave,69432,69833
40.7423543,-73.98915076,444.0,Broadway & W 24 St,125636,122205
40.7423737,-73.9566,3608.0,5 St & 51 Ave,3694,3706
40.74238787,-73.99726235,334.0,W 20 St & 7 Ave,148264,148920
40.74252,-73.948852,3606.0,49 Ave & 21 St,4373,4381
40.742753828659026,-74.00747358798982,3472.0,W 15 St & 10 Ave,56681,60968
40.74286877312112,-73.98918628692627,3641.0,Broadway & W 25 St,91130,91542
40.74290902,-73.97706058,528.0,2 Ave & E 31 St,127888,127075
40.7429489166009,-74.00413691997528,3659.0,W 17 St & 9 Ave,33174,34412
40.743,-73.93561,3221.0,47 Ave & 31 St,11042,11323
40.74311555376486,-73.98215353488922,540.0,Lexington Ave & E 29 St,141838,142313
40.74317449,-74.00366443,434.0,9 Ave & W 18 St,94083,96219
40.74322681432173,-73.97449783980845,3687.0,E 33 St & 1 Ave,30557,30526
40.74334935,-74.00681753,212.0,W 16 St & The High Line,145440,146692
40.74345335,-74.00004031,470.0,W 20 St & 8 Ave,119019,120427
40.7435337324616,-74.00367558002472,3658.0,W 18 St & 9 Ave,27061,27365
40.7437524099784,-73.94176483154297,3704.0,47 Ave & Skillman Ave,224,243
40.74394314,-73.97966069,476.0,E 31 St & 3 Ave,131707,130414
40.74395411,-73.99144871,466.0,W 25 St & 6 Ave,164329,165580
40.744023,-73.976056,527.0,E 33 St & 2 Ave,140872,137911
40.744219,-73.97121214,501.0,FDR Drive & E 35 St,120083,122093
40.74436328706688,-73.95587325096129,3122.0,48 Ave & 5 St,16989,17513
40.74444921,-73.98303529,546.0,E 30 St & Park Ave S,127173,127534
40.74469738,-73.93540375,3123.0,31 St & Thomson Ave,9622,9777
40.74475148,-73.99915362,453.0,W 22 St & 8 Ave,159993,161607
40.74487634,-73.99529885,446.0,W 24 St & 7 Ave,187212,187808
40.7449067,-73.9534573,3611.0,Vernon Blvd & 47 Rd,7797,7908
40.745038,-73.957539,3613.0,Center Blvd & 48 Ave,9241,9278
40.7451677,-73.98683077,474.0,5 Ave & E 29 St,136793,136718
40.74524768,-73.94733276,3121.0,Jackson Ave & 46 Rd,15719,15764
40.7454973,-74.00197139,509.0,9 Ave & W 22 St,183189,186443
40.74571210000001,-73.98194829,472.0,E 32 St & Park Ave,179185,178440
40.7462009,-73.98855723,486.0,Broadway & W 29 St,168817,168644
40.746524,-73.977885,3431.0,E 35 St & 3 Ave,66427,66381
40.746647,-73.993915,442.0,W 27 St & 7 Ave,170092,170945
40.746745,-74.007756,459.0,W 20 St & 11 Ave,245692,258157
40.74691959,-74.00451887,462.0,W 22 St & 10 Ave,166197,169188
40.74708586,-73.94977234,3125.0,45 Rd & 11 St,30041,30382
40.74718234,-73.9432635,3126.0,44 Dr & Jackson Ave,34746,34667
40.74731,-73.95451,3124.0,46 Ave & 5 St,41004,41637
40.74734825,-73.99723551,494.0,W 26 St & 8 Ave,168246,169585
40.74765947,-73.98490707,526.0,E 33 St & 5 Ave,135387,134694
40.74780373,-73.97344190000003,518.0,E 39 St & 2 Ave,163791,162300
40.74800000000001,-73.94609270000002,3615.0,44 Dr & 21 St,10574,10711
40.748238,-73.978311,160.0,E 37 St & Lexington Ave,5248,5244
40.7485,-73.941275,3618.0,27 St & Hunter St,5482,5506
40.74854862,-73.98808416,498.0,Broadway & W 32 St,162512,160839
40.7489006,-73.97604882,167.0,E 39 St & 3 Ave,133022,131906
40.74901271,-73.98848395,505.0,6 Ave & W 33 St,204473,205639
40.749156,-73.9916,379.0,W 31 St & 7 Ave,218903,217568
40.74937024193277,-73.99923384189607,3259.0,9 Ave & W 28 St,82098,82716
40.74966,-73.9521,3127.0,9 St & 44 Rd,9256,9476
40.749717753,-74.002950346,388.0,W 26 St & 10 Ave,130323,133067
40.75001986,-73.96905301,455.0,1 Ave & E 44 St,87405,89332
40.7500727,-73.99839279,512.0,W 29 St & 9 Ave,2230,2250
40.75018156325681,-74.00218427181244,3258.0,W 27 St & 10 Ave,120521,121721
40.75019995,-73.99093085,492.0,W 33 St & 7 Ave,209184,220902
40.75022392,-73.97121414,2017.0,E 43 St & 2 Ave,20815,20432
40.75038009,-73.98338988,485.0,W 37 St & 5 Ave,105721,104904
40.75052534,-73.94594845,3128.0,21 St & 43 Ave,8140,8062
40.7505853470215,-73.9946848154068,3255.0,8 Ave & W 31 St,226691,230186
40.75066386,-74.00176802,489.0,10 Ave & W 28 St,11489,11601
40.75096734871597,-73.99444207549095,521.0,8 Ave & W 31 St,11304,11541
40.75096734871597,-73.99444207549095,521.0,8 Ave & W 31 St N,7804,8070
40.75097711,-73.98765428,267.0,Broadway & W 36 St,105214,103821
40.751047,-73.93796999999998,3555.0,28 St & 41 Ave,10532,10568
40.75110165,-73.94073717,3129.0,Queens Plaza North & Crescent St,64060,64679
40.75118387463277,-73.97138714790343,3462.0,E 44 St & 2 Ave,35984,36168
40.751283596962296,-73.99692445993422,3230.0,Penn Station Valet,60198,35716
40.7512836,-73.9969245,3450.0,Penn Station Valet - Valet Scan,1670,397
40.751396,-74.00522600000002,458.0,11 Ave & W 27 St,163375,169323
40.751483,-73.996764,3017.0,NYCBS Depot - FAR,17,314
40.751551,-73.993934,490.0,8 Ave & W 33 St,265504,260637
40.751581,-73.97791,517.0,Pershing Square South,154870,143403
40.75159368451112,-73.98043155670166,3234.0,E 40 St & Madison Ave,85,93
40.75172632,-73.98753523,362.0,Broadway & W 37 St,71268,68595
40.75186951421875,-73.93349289894103,3654.0,31 St & Northern Blvd,3425,3399
40.751873,-73.97770600000003,519.0,Pershing Square North,463496,457379
40.7519071,-73.94791190000002,3620.0,11 St & 43 Ave,1262,1278
40.752062306999996,-73.9816324043,153.0,E 40 St & 5 Ave,79621,74352
40.75206862,-73.96784384,516.0,E 47 St & 1 Ave,51994,52344
40.752165280621966,-73.97992193698882,3235.0,E 41 St & Madison Ave,96893,96903
40.752270938374096,-73.98770570755005,3464.0,W 37 St & Broadway,8237,8271
40.75255434,-73.97282625,440.0,E 45 St & 3 Ave,96014,95877
40.7525758,-73.9364281,3625.0,28 St & 40 Ave,2288,2217
40.7527085,-73.9397405,3556.0,24 St & 41 Ave,6405,6419
